request|status_code|response_size|response_time|city_id|change_latitude|current_latitude|type|newSearch|listType
POST|200|13131|18.313|33134|29.9429587|19.1180825|City|1.0|search
GET|200|134|3.322|33134|29.9429587|19.1180825|||
POST|200|12440|8.233|424|51.5073509|19.1180825|||
POST|200|81|8.709||||||
GET|200|134|2.910|424|51.5073509|19.1180825|||
GET|200|146|52.294|427|25.0862768|25.0862768|||
POST|200|81|33.199||||||
GET|200|13988|75.276|427|25.0863515|25.0863515|||
GET|200|13958|71.156|427|25.0863515|25.0863515|||
POST|200|254|73.122||||||
POST|200|10366|63.714|427|25.0863515|25.0863515|||
GET|200|134|4.632|427|25.0863515|25.0863515|||
POST|200|81|8.492||||||
GET|200|134|3.425|424|51.5073509|19.1180825|||
POST|200|81|6.659||||||
POST|200|2132|265.887|424|51.5073509|19.1180825|City|1.0|search
POST|200|13131|10.493|466|19.1180064|19.1180064|City|1.0|search
POST|200|12820|7.522|466|19.1180064|19.1180064|||
GET|200|3083|812.860|466|19.1180064|19.1180064|||
POST|200|12820|11.637|466|19.1180243|19.1180243|||
POST|200|13131|34.797|466|19.1180243|19.1180243|City|1.0|search
POST|200|13131|6.763|466|19.1180064|19.1180064|City|1.0|search
POST|200|12820|8.897|466|19.1180064|19.1180064|||
POST|200|12820|8.396|466|19.1180243|19.1180243|||
GET|200|3083|937.685|466|19.1180243|19.1180243|||
POST|200|13131|7.995|466|19.1180243|19.1180243|City|1.0|search
GET|200|3083|957.044|466|19.1180064|19.1180064|||
GET|200|3083|939.222|466|19.1180243|19.1180243|||
GET|200|134|6.845|466|19.1180243|19.1180243|||
POST|200|81|7.119||||||
GET|200|134|3.595|466|19.1180243|19.1180243|||
GET|200|134|4.908|466|19.1180243|19.1180243|||
POST|200|81|6.518||||||
GET|200|134|5.115|466|19.1181701|19.1181701|||
POST|200|81|9.560||||||
GET|200|134|3.307|427|25.0857474|25.0857474|||
POST|200|81|7.631||||||
GET|200|13989|62.426|427|25.0857474|25.0857474|||
GET|200|13958|49.983|427|25.0863412|25.0863412|||
GET|200|134|3.306|427|25.0863412|25.0863412|||
POST|200|81|6.473||||||
POST|200|254|84.245||||||
POST|200|10366|104.625|427|25.0859674|25.0859674|||
GET|200|134|3.079|466|19.1181701|19.1181701|||
POST|200|81|12.332||||||
POST|200|12820|7.291|466|19.1181701|19.1181701|||
POST|200|13131|6.135|466|19.1181701|19.1181701|City|1.0|search
GET|200|2840|671.783|466|19.1181701|19.1181701|||
GET|200|134|6.095|466|19.1181701|19.1181701|||
POST|200|81|6.335||||||
POST|200|81|7.302||||||
GET|200|134|3.494|466|19.1181701|19.1181701|||
GET|200|134|3.687|466|19.1181701|19.1181701|||
POST|200|3242|274.269||19.1181701|19.1181701|||
POST|200|12806|10.332|491|34.0522342|19.1181701|||
POST|200|85|298.850|491|34.0522342|19.1181701|City|1.0|search
GET|200|3167|2326.319|491|34.0522342|19.1181701|||
POST|200|81|7.001||||||
GET|200|134|5.214|491|34.0522342|19.1181701|||
POST|200|2118|176.663||34.0522342|19.1181701|||
POST|200|2449|161.307||34.0522342|19.1181701|||
POST|200|13131|6.388|1351|-33.8674769|19.1181701|||
POST|200|84|208.450|1351|-33.8674769|19.1181701|City|1.0|search
GET|200|2928|1307.063|1351|-33.8674769|19.1181701|||
POST|200|13131|11.029|1351|-33.8674769|19.1181701|City|1.0|search
POST|200|81|8.171||||||
GET|200|134|6.466|1351|-33.8674769|19.1181701|||
GET|200|134|6.563|1351|-33.8674769|19.1181701|||
POST|200|12812|7.000|427|25.2048493|19.1181701|||
POST|200|79|246.332|427|25.2048493|19.1181701|City|1.0|search
GET|200|2985|1247.020|427|25.2048493|19.1181701|||
POST|200|81|6.804||||||
GET|200|134|3.755|427|25.2048493|19.1181701|||
POST|200|81|5.546||||||
GET|200|134|3.711|427|25.2048493|19.1181701|||
POST|200|13131|5.399|427|25.2048493|19.1181701|City|1.0|search
POST|200|12440|8.171|424|51.5073509|19.1181701|||
POST|200|79|256.059|424|51.5073509|19.1181701|City|1.0|search
GET|200|3162|2236.701|424|51.5073509|19.1181701|||
POST|200|13131|6.155|424|51.5073509|19.1181701|City|1.0|search
GET|200|387|118.379|424|51.5073509|19.1181701|||
POST|200|81|6.239||||||
GET|200|134|6.476|466|19.1181701|19.1181701|||
